content,Class
u guys are all a bunch of jerks fuck u i hate you,Abusive
how do u like this u fucking dickass william,Abusive
that whoever deletes shit from wikipedia had a small dick and is a loser which mother is a whore?!,Abusive
you are a sad f*cking fagg*t get a life u d*mb d*irty little a*fgan or who ever  u are eat s*it n*gga hon*ey ba*tard,Abusive
"FUCK THE CRIMINAL PARTY OF CHINA ALSO KNOWN AS CPC

AND FUCK YOU, STUPID BASTARD....YOU FOREIGNERS SUCK DICK. WHAT HAS CHINA DEVELOPED IN MODERN TIMES? SQUAT. SO SHOVE IT ASSHOLE, YOU KNOW AMERICA COULD KICK YOUR CPC'S ASS ANYDAY, IN ADDITION TO N KOREA, RUSSIA AND VIETNAM. THROW IN IRAN TOO. IF WE WANTED, WE COULD TAKE ALL OF YOU ON, PIECE OF DOG SHIT. OH WAIT, I FORGOT, YOU EAT DOG",Abusive
"""

Yeah, youse guys are getting fucking irritating going on about """"vandalism"""". Do you even have any idea what the word """"vandalism"""" actually means, fuckwit? So just go rim your dog or something.......................................................................................................................................................................................................................................................................................""",Abusive
"""

I have to admit something now. I am gay and I like to suck big cocks. To be, big cock appropriation is culturally appropriate.  Is there anyone interested in my offer?  (talk) Please {{re}} """,Abusive
"Capitalization

You are misspelling the word. Idiot.

You fucking wikipedia morons!  You've decided to set aside the basic rules for capitalization that are taught in the 3rd Grade, and create your own.  No wonder well educated people refuse to take wikipedia seriously.",Abusive
"I can explain

Mfield is a penis",Abusive
You're off your fucking head DerbyCountyinNZ,Abusive
"User:Rayrayzone - Quit talkin shit about my brother, my label & my crew you PUNK ASS MUTHFUCKER EAT A DICK",Abusive
YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT WHERE IT'S DUE! YOU FUCKING KIKE! DON'T EDIT THINGS YOU HAVE NO IDEA ABOUT! GIVE CREDIT,Abusive
"LOL-fagstar 

Are you and Queeftet still buttfucking each other? LMFAO",Abusive
Don't call me a troublemaker you pussy. You're just as much of a racist right-wing nut as Peter fucking Hitchens. 94.14.142.147,Abusive
YO DUMB ASS THIS IS MY PAGE! LEAVE IT THE FUCK ALONE!,Abusive
"Dude, get a fucking life you queer.. get a real paying job instead of e-wiki policing around, you 50 year old piece of shite... and your mom said to make your bed.",Abusive
"FUCK YOU
you fucking faggot!",Abusive
"PS. Saxifrage after you are done gobbling on the cocks you already have in your mouth, please go eat another dick!",Abusive
"Table 
The date table is fucked up? Can somebody un-fuck it?",Abusive
"Block and be damned, you cowards.",Abusive
"Wikipedia doesn't like it when stupidity of moderators is pointed out!  Hahahaha.  Keep on deleting, I will be back to call this mod an idiot again.",Abusive
"fucking cock smoker, smoke a big bag of cocks, ya fucking cock smoker.",Abusive
"GET OUT! 

I have no doubt that you have the blood of an irish muslim. You have that dirty patato grabbing manner which is common to these animals. If you are a roman catholic or a muslim please get out my country. Thanks, user:craig451 08:45 12 August 2006 (UTC)",Abusive
"""

 Did you see the VMA'S 

I never thought fat joe was going to come out with something, """"I never felt so protected... security courtesy of G-Unit."""" that was funny, right after 50 performed, he called fat joe a pussy boy and almost seem like he wanted to cry. this is turning out to be some crazy sh*t.""",Abusive
"Why do you poop 

hello gasbag
I would like to fuck you up the ass",Abusive
"Do you own Wikipedia? I don't fucking think so, Uncle Dick. Girls just wanna have fun! Bywaaaaaaa!",Abusive
i DONT KNOW HOW THIS THING WORKS. BUT I'LL TELL YOU THIS. VERTIGO ACID. CALL ME FAMILY FLUFF. STOP THREATENING ME YOU TIGHT DRY LITTLE PUSSY. I OWN THIS FING CITY. AND I'LL OWN YOUR FING PUNK ASS IF YOU DONT STAY OUT OF MY BUSINESS. CAPICHE?,Abusive
"You are a racist pig, loser.  Don't vandalize again.  14:54, 28 Jan 2005 (UTC)",Abusive
"is the sock puppet of ,fuck off",Abusive
", and it's mean as shit",Abusive
"ediot 

if i find you on street i will kick ur ass",Abusive
"Stop talking to me 

Shut the fuck up you stupid cunt",Abusive
"You fucking cunt 

You don't even have the balls to sign your posts.",Abusive
"Hey dick 
You don't know what is copyright so shutup and get out of here, don't write stupid bullshit on my talk page. Dhivehi language is Dhivehi language not your bullshit nonsese.",Abusive
"""

And western reports are? You're a biased fuck. So, the US, UK, or France can claim whatever casualties they want... thats fine, but when Libya claims to have caused casuatlies you immediately lable it """"unreliable"""" and remove it? Your bias is showing asswipe... cover it up before you stain Wikipedia's name even more.- AGSman61""",Abusive
"MTA strike=
KEEP YOUR VANDALISM IN CHECK COMMIE SHIT STAIN",Abusive
"You're fucking gay. Get a job and quit arguing with people on the internet. It doesn't make you cool, you aren't adding shit, you're just making it worse. Get a fucking life.",Abusive
THE GUY ABOVE ME IS A WANKER!!,Abusive
LEAVE ME ALONE! FUCK YOU!,Abusive
"You are a Homosexual!!! 

How long have you been a homosexual for? Did you come of the closet early in your pathetic life or are you still in Denial?",Abusive
co/ck - pen-i.s. international,Abusive
su.cked my c.ock last night,Abusive
why did you get this IP address banned from editing wikipedia you douchen faggot go fuck your self you sutpid whore,Abusive
"Wikipedia = biased, and run by God-hating perverts 

Why was the list of Phelps' websites taken off? All the sickening and depraved porn articles have links, etc. Someone re-add Phelps websites under children/parents. Thanks.
This site is run by reprobate whoremongers, and the founder is an objectivist satan-worshipper. To hell with you all.",Abusive
"I am pretty much done fucking around with these two-faced administrators who don't listen to shit so just delete me, I am done with bullshit. Adios",Abusive
"contador 

G
O

F
U
C
K

Y
O
U
R
S
E
L
F

Love dc",Abusive
"Actually I sourced the material, and then you banned my account.  You, are a piece of shit government employee, and I will be altering my IP address from here on, every time you ban me for providing the truth.  To you, I say, fuck you.",Abusive
"Ah 

Go fuck yourself.",Abusive
"UNBLOCK ME NOW, I DID NOTHING WRONG. UNBLOCK ME NOW, RIGHT NOW YOU FUCKING BASTARD.",Abusive
"""

 FUCK WIKIPEDIA 

FUCK THIS WEBSITE MAN, I TRY AND TRY TO GIVE GOOD INFORMATION TO THIS SHITTY WEBSITE, AND ALL I GET IS SHIT SAYING """"FOLLOW WIKIPEDIA GUILDLINES BLA BLA BLA BLA"""" FUCK WIKIPEDIA GUIDELINES, I DESEVERE SOME RESPECT FOR WHAT I DO, AND THIS IS A WARNING, IF I DO NOT GET AN APOLOGE IN THE NEXT 48 HOURS, THEN I'LL GET THIS FUCKING WEBSITE SHUT DOWN FOR GOOD.

SENCERILY, MY ASS""",Abusive
"Hey
You're a fucking cunt. Go kill yourself.",Abusive
"Excuse me...and encyclopedia is defined as a book or set of books containing articles on various topics, usually in alphabetical arrangement, covering all branches of knowledge or, less commonly, all aspects of one subject. Do I need to cite my source. Would you like it in MLA or APA...you have no right...regardless of administrative privelages, to remove something that has anything to do with urbonics. You will allow people to post smutt-filled garbage lyrics of bands made famous for eating their bandmates skull...Mayhem would be that band btw...it's available in your search cache btw... If I create a write a biography of myself would you delete that too...FREEDOM OF SPEECH...and as well as creativity. It's humourous. A sense that you were unable to attain as a young child assimilating into this big bad schema, know as the fucking world. Do you get a head rush from deleting everything that pops up here...how about you take your pages down about fucking. Douchebag",Abusive
Miss me? Thought so. PENIS!,Abusive
"""

 Here's a Falafel for you you fat piece of shit. 

  HURRICANEFAN25! Y U NO LET ME VANDALIZE!? PLEASE STOP OR I WILL BE FORCE TO MUSHROOM STAMP YOU WITH A FUCKING GOAT HORN! The Game.   """,Abusive
"STOP EDITING MY POSTS DIPSHIT 
I HAVE A RIGHT TO STATE MY OPINION AND I DONT GIVE A SHIT WHAT YOU CONSIDER VANDALISM YOU WORTHLESS ADMIN POWER TRIP PIECE OF SHIT

STOP EDITING MY POSTS DIPSHIT 
I HAVE A RIGHT TO STATE MY OPINION AND I DONT GIVE A SHIT WHAT YOU CONSIDER VANDALISM YOU WORTHLESS ADMIN POWER TRIP PIECE OF SHIT

STOP EDITING MY POSTS DIPSHIT 
I HAVE A RIGHT TO STATE MY OPINION AND I DONT GIVE A SHIT WHAT YOU CONSIDER VANDALISM YOU WORTHLESS ADMIN POWER TRIP PIECE OF SHIT",Abusive
"The problem was not your use of mixed spelling (which is trivial and easily fixed), it was your being a dick. You appear not to understand the problem. Hence, I guess, the sanction, in which decision I took no part whatsoever. Guy ()",Abusive
Mr Hariboneagle927 you are son of a bitch idiot.,Abusive
"""Dbachmann, you are a motherfuckin' sonofabitch. Your ancestor Hitler had much more respect for Indians. He balked about Aryans.... We are Aryans. And your fuckin' racism won't work here. You BASTARD !!!!! Indians Are Real Great People. It's only Europeans who corrupted them !!!! Fuckin' sonofabitch, where are you from ? Zurich ? That is you are a SLAVE,  a SLAVE of AMERICA !!!! Rascal !!!! Madarchod !!!! Behenchod !!!!! Bhadva !!!!!!! RANDVA !!!!! Chutmarike !!!!! YOU FUCKIN' GAY !!!! SUCKER HOMO !!!!! ROT IN HELL, YOU SISTERFUCKER !!!! HECK, THEY WON'T TAKE YOU EVEN THERE !!!

'

KRAZY BHADVA WANTS TO LICK YOUR ASS

'

ACTUALLY KRAZY GAY SUCKA

''''''

DBACHMANN IS BHADANI'S REAL FATHER

'

DBACHMANN WANTS TO LICK YOUR ASS

''''''


[[User_talk:Bhadani|SAMIR SCOPE IS A SUCKER]]'''

''''


'''[[User_talk:Bhadani|KRAZY BHADVA WANTS TO SUCK YOUR  DICK]]'''

'


[[User_talk:Bhadani|LOST BHADVA WANTS TO LICK BHADVA-NI'S ASS]]'''

''''


'''[[Group Sex|DBACHMANN & HIS WH",Abusive
SHE IS SUCH A WHORE!!!!!!!!!!!!!!!!!!!!!!!,Abusive
"hi 

you are a stupid ugly l0ser.your mom was a cheap wh0re who would fock anything that walks.fock you you waste of life scvmbag,why don't you call me names back l0ser. i know youre true idenity too,i met you a few times.i h8 you.you are a evil r0tten person.i hope you cr0ak",Abusive
"""

Bullshit
This entire article reads like a piece from a travel magazine. Wikipedia is not a travel magazine. Just because you get a big burrito wrapped in Aluminum foil does not mean you have a """"San Francisco burrito."""" What kind of horse-shit-for-brains dumbass would write this article? It's a shame, too; this would be great on the food channel. But it's nothing but fluff, and doesn't belong here. The concept of a burrito is the concept of putting things into a tortilla and wrapping it up; this is not a San Francisco tradition anymore than the concept of a sandwich is a New York tradition; it's just something people do. Honestly, there's a whole fucking paragraph about how important and complex it is to wrap the sucker in aluminum foil. This is crap. talk """,Abusive
"""

Paki bastard.  — Preceding unsigned comment added by 81.159.129.131   """,Abusive
|fukin arseholes dicks cunts die u priks,Abusive
"Jon513 

ur the biggest douchebag u dont even kno fuck u bitch",Abusive
"""

Calling editors """"liberal"""" as a slur is not conducive to any constructive editing

Shut the FuUCK up! Calling editors liberals is calling them what they are.
Only the really old AARP SOVIET type liberals think calling you what you are is a 'slur.'
Just own it!
PS Keep your BUSY BODY nose out of my edits and OFF my page. You are the one serving ZERO constructive purpose, church lady!
You are in violation of several rules including - assume the best99.185.56.156  """,Abusive
Maybe it'd be more encyclopedic if you got fucked.,Abusive
YOU'RE NO FUCKING METAL LORD DUMBASS YOU'RE A FAG FUCK YOU.,Abusive
"Discography 

Shouldn't there be a section on her Discography? I didn't even know she sings, and I'm sure nobody else did, so what the fuck did she sing?",Abusive
"I also make mistakes, but I'm not a fucking vandal and to be told so is what I hate. Call me vandal and I call you idiot.
Apart from all: It is NOT a Christoper-Tyng-Song, no way ever.
84.56.0.140",Abusive
"And you don't think I can change my IP? 
Seriously, you're a fool to believe you can play God on the Internet. Picking a fight with me? You'll lose. I gave enough resources to fill a book and you never even bothered to look at them. For shame. You can keep blocking my IPs all you want big shot, but I'll keep changing them. You might as well block the entire range, but you'll be hearing complaints from roadrunner subscribers...they'll bring the God down. Cheers asshole. (98.149.97.207) 98.149.99.96",Abusive
"""
  

Your request to be unblocked has been granted for the following reason(s):
Mate i am pissed off. Really fucking pissed off

Request handled by: 109.157.132.41 

 Unblocking administrator: Please check for active autoblocks on this user after accepting the unblock request.""",Abusive
"""

im sorry. but you people dont know the meaning of pussy.
pussy means vagina.
so if you say """"oh i wanna lick that girls pussy""""
that means you wanna lick her vagina!
vagina = pussy && pussy = vagina!
got it? got it! ok! goodbye!""",Abusive
"fuck you then, im done with this website.",Abusive
Bull Fucking Shit You Racist Scumbag,Abusive
Oh how are you gonna explain to your kids when they get older that they got a pussy and failure for a father ? hahaha. This is too easy.,Abusive
"""

 Veritas (that's latin for truth boys and girls) 

Before the next one of you redneck fuckwits 'corrects' my inclusion of fair and informative photographs (most of which were taken by members of the US Military, all of which have endlessly appeared in international news media, and none of which anyone is claiming to be fake - correct me if i'm wrong on this-), answer me the following:

If the wings sheared off on impact, where are they in the photographs? 
(and if anybody starts talking about airliner 'vaporisation' on here, then wikipedia is already worthless and I am wasting my time. its like a film trailer: """"From the people who brought you the magic bullet and WMDs, comes a story beyond all rationality."""")

If the plane hit the ground before impact, why is the lawn unmarked?

A 757 impact is either:
(a) strong enough to bring down a steel reinforced world trade centre
or:
(b) not even strong enough to create more than a 9 metre hole in three concrete sections of the pentagon.
 (i'll give you a clue, both these things cannot be true)

But go on, dismiss me as a nutcase, censor me in the name of free speech, live in your safe little world, and bomb iran for more oil. the first thing hitler did when he gained power was firebomb the riechstag and blame it on the jews. you fucking morons.""",Abusive
you can get fucked maggot dog. fucking shit website fucking noob admin fuck you all. fucking die,Abusive
REDIRECT Talk:The Liar the Bitch and Her Wardrobe,Abusive
"These Iranian bastards are at it again. Not only here, but also in the German Wikipedia. User:Tajik's German account, de:Benutzer:Phoenix2, is falsifying and misquoting sources. You need to watch his IPs! These Iranian faggots won't give up! Keep Rumi, Safavids, and Babak on your watchlist.",Abusive
"Hey are you an idiot? 

I made all correct changes and you removed them?",Abusive
"Dude...thats a fucking Playstation Magazine scan.  Now, I don't care how badly you don't want that style to be in the game, but its there, so you'll just have to square with it.",Abusive
"tom harrisons a g@y bitch 

UR A FUCKING GAY FOO BIOTCH SO GO BACK TO THE CORNER AND START FINGERING URSELF AGAIN YOU STUPID BIOTCH",Abusive
"editheadz 
You, sir, are an idiot. I have moved our text here:
http://www.freearchive.org/wiki2/index.php/Tape_editing
see if we care. It's not that wikipedia means anything, you know?
Your bullshit administrators ruin everything anyway.
Pull your crap on your dogs or cats or kids, we don't care for it.",Abusive
"Ass face 

Dear Mr. Public, 

I highly detest your myopic interpretation of the validity of my contributions to Mr. Harmon's (Jesus') various assholes.

Thank you and yours truly,

John Kerry",Abusive
"yea yea yea you fucking dunce. since the first F in FIFA doesnt stand for football what does the second one stand for? you fucking ignorant pig shit. and dont try that bullshit about the word 'soccer' came from England. so what? do they or anyone else bar the ignorant canada and us use it? NO. so shut the fuck up and don't bring that horse shit arguement to me. the sport is FOOTBALL so take your rinky dink arguements and shove it you cunt. Whether association football or football its still NOT soccer so please do not bring that garbage to me or to anyone else. 
whoever brought up the HULL AFC great its still not soccer and that word is still not acceptable. Football International Federation Association bitch. the word 'soccer' is not used by intelligent people to describe the sport but clearly some of you here are not.

vNistelrooy9",Abusive
Fuck off Mexican bastard! I will work endelessly to have your Wikipedia account banned indefinitely- you have made my life a misery and I hope you die.,Abusive
"Fucking nerd 

You are a fucking nerd ass BiTCH... YOU LIL FUCKER GROW UP BITCH GET OUT YOUR MOMS BASEMENT GO GET LAID U NERD",Abusive
", 1 September 2005 (UTC)

p.s.  I think your name is stupid.  That's my POV, and you can cram it in your anus. 05:21",Abusive
"Adolf Shitler 

recoment changing the title to Adolf Shitler bahahahahhaha =) fucking white bitch124.180.159.192",Abusive
